Alternative,Value,Cost
orange,72.01316449,56.67176033
orange,67.1680502,55.86760962
orange,66.84405428,52.92138402
orange,61.74028792,55.77720767
orange,67.29798278,54.33526117
orange,65.28444983,60.63178478
orange,64.07797125,55.54798302
orange,66.46028131,60.21616814
orange,70.04482952,58.41429005
orange,61.02175453,53.26575128
orange,65.71816214,55.83756886
orange,67.34991185,62.54044982
orange,64.32037729,62.61230434
orange,68.00170883,67.0222931
orange,68.23428976,58.98567877
orange,66.90089152,53.01669274
orange,59.60230542,55.92633189
orange,74.71437444,60.63395402
orange,66.38410223,66.60054534
orange,68.95357984,59.44003649
orange,67.82129947,63.5615473
orange,70.0740197,62.07232522
orange,69.45297834,54.32763351
orange,66.37062049,58.31554939
orange,68.13450332,64.22104615
orange,64.16377351,62.50438444
orange,69.57076903,60.85518457
orange,65.61688498,60.90845698
orange,74.25032006,57.0343788
orange,62.04685331,53.72245875
orange,65.60803827,64.18170316
orange,69.47613959,53.31912203
orange,68.53039764,55.24441632
orange,65.23155688,61.51585997
orange,64.00965777,53.9512218
orange,67.43342711,56.79251835
orange,66.95707776,54.26880197
orange,61.62915629,61.48265423
orange,67.1036532,60.78525207
orange,67.57069095,60.68753877
orange,67.52417919,60.76985909
orange,63.83494887,61.22898299
orange,68.42839983,61.55742597
orange,71.13571041,51.12535377
orange,68.36870921,58.40473455
orange,63.59323459,59.44985525
orange,65.69306359,61.89870481
orange,68.03831086,54.2500557
orange,65.05886311,57.00159924
orange,60.52706099,54.70542804
orange,69.65275246,63.22896085
orange,64.51156717,64.11629033
orange,65.27931919,62.1507069
orange,71.51170183,54.11038647
orange,64.67756521,60.80780847
orange,69.53719462,63.60179675
orange,63.21795136,59.67176392
orange,65.93637279,56.73556267
orange,66.77933194,54.65552704
orange,63.49404573,56.33878882
orange,65.09575521,61.85939342
orange,66.91347534,57.2733556
orange,69.01208791,59.91045976
orange,62.04836037,64.17978318
orange,65.95073728,61.31333976
orange,69.26921932,64.45869113
orange,65.38357252,52.19368079
orange,67.68187577,57.87729488
orange,68.47668571,59.26027208
orange,67.80350505,61.31435717
orange,68.95977304,54.32317351
orange,66.63187402,62.22473942
orange,65.75897046,60.2295603
orange,59.07055314,60.05522405
orange,66.72117694,61.03393917
orange,68.29085409,58.53456624
orange,68.60619652,62.70218439
orange,65.33416495,61.59291909
orange,72.33850873,58.3991625
orange,67.85927326,63.16150808
orange,67.37894758,60.17023474
orange,70.81680034,61.6750056
orange,64.84460134,56.62328943
orange,65.64898413,65.32172735
orange,74.19235744,58.98404422
orange,67.03338756,62.39137108
orange,71.90070526,58.5995339
orange,62.68448007,57.88148037
orange,66.42844959,62.13775298
orange,68.13527171,52.66153342
orange,67.90011564,60.91346459
orange,63.98309122,60.57426549
orange,67.05777782,48.21868252
orange,63.76773804,60.47350931
orange,69.13810998,50.32632901
orange,70.25432527,61.63921751
orange,60.32503691,57.18434507
orange,70.70708039,56.2202527
orange,63.27686651,58.97261479
orange,68.36430781,64.49220818
orange,68.97970791,56.45870769
orange,66.40033052,61.23241318
orange,65.06465813,60.36463147
orange,67.49596306,54.28192548
orange,68.3164561,52.03591193
orange,69.64990846,51.02965692
orange,60.84298905,61.20509685
orange,62.0908622,58.86103175
orange,71.29120702,66.40228681
orange,70.13988654,61.29470043
orange,68.30586685,62.39878356
orange,69.14553522,64.33753434
orange,69.75152475,56.99712361
orange,59.0172316,61.04039171
orange,70.33083129,62.47517308
orange,65.54503721,64.47740675
orange,67.69185049,62.05060459
orange,66.1145266,60.68458869
orange,69.61589486,55.52710381
orange,65.95458265,61.91824144
orange,68.5555113,61.00106349
orange,65.82794506,61.53700101
orange,63.72163837,60.69458018
orange,70.63003153,58.19264782
orange,69.22270003,58.69253641
orange,72.17278672,61.74945645
orange,67.1954618,59.68652603
orange,70.37500824,55.6795657
orange,72.92625716,57.83936352
orange,66.15555365,53.7234971
orange,63.03114666,55.13187239
orange,66.2819453,58.42155572
orange,66.35787628,51.80746977
orange,67.45504151,52.2458301
orange,72.13691493,63.4102608
orange,66.02156832,56.6935243
orange,68.11901397,51.59323308
orange,66.31694781,58.54854704
orange,67.06135213,64.28427707
orange,67.94217299,61.64901719
orange,70.98464409,60.76553279
orange,67.36395513,63.73498365
orange,69.13852696,55.91399424
orange,69.33658009,61.91875677
orange,69.74431981,56.65165754
orange,65.27681634,59.00305675
orange,71.88064364,67.85786128
orange,65.85712978,62.87773758
orange,66.6826475,62.07203085
orange,71.2121508,54.56668835
orange,70.88225172,55.85505632
orange,63.73002438,68.13646592
orange,64.380787,54.62679694
orange,62.92576282,59.8579175
orange,67.54554158,62.57028424
orange,67.4945226,63.07503189
orange,68.09234406,63.35644804
orange,68.65647314,58.34748404
orange,65.19432146,55.71605321
orange,64.01890423,57.77097107
orange,70.08035517,55.39160797
orange,69.25318391,61.50827497
orange,62.47250039,63.48142011
orange,66.71455765,67.50885421
orange,64.31215653,60.46445753
orange,60.78774679,55.50087449
orange,67.45036039,63.09789945
orange,66.76236487,62.61903557
orange,66.7078922,58.04700522
orange,67.64845763,52.76858038
orange,69.64739549,62.04523958
orange,67.61679251,63.51657758
orange,65.15069247,57.81956868
orange,64.79560224,61.14497127
orange,66.60459162,57.8964381
orange,67.93005096,61.72926098
orange,63.88095894,58.53083714
orange,66.44707339,57.62129654
orange,69.90180178,59.44648199
orange,66.67515973,57.86637874
orange,64.904738,56.63593134
orange,66.17216449,57.73625228
orange,70.34394564,58.96739139
orange,68.65013188,59.82998056
orange,70.7100274,65.12969449
orange,67.41729357,53.56800868
orange,68.23082529,58.2015238
orange,65.32462926,61.52609251
orange,68.81611201,66.04808361
orange,65.48099937,60.70405745
orange,62.73830349,58.94498633
orange,67.3839789,57.76977236
orange,72.83755365,60.65723266
orange,69.40274302,62.95623168
orange,70.49576017,58.26456676
orange,68.07656717,59.65504563
orange,65.17432847,59.86774538
orange,66.39327743,61.91711054
orange,66.18025568,63.44552163
orange,65.59390066,60.11664327
orange,69.11250185,58.69531731
orange,63.40790949,64.57865253
orange,69.5990984,59.65813647
orange,69.59245746,65.31140792
orange,63.40413292,58.75230937
orange,68.91847599,61.45569186
orange,74.29067996,52.81564562
orange,65.32835355,58.55043215
orange,69.53471272,58.91282184
orange,64.65339446,55.96661833
orange,70.33213425,54.85642846
orange,67.74947416,62.79263721
orange,71.95574617,62.65663494
orange,62.62308781,53.80507202
orange,66.84610634,60.69751518
orange,65.41922447,54.54981872
orange,66.40820539,54.7957071
orange,65.11126377,61.10164979
orange,64.49846926,56.255904
orange,68.73616712,62.97391993
orange,63.73725786,59.1540944
orange,71.45209279,61.1445959
orange,63.44138024,56.90549321
orange,67.30323745,54.39511466
orange,68.59896786,62.65900896
orange,68.76020602,59.95228597
orange,66.09476001,58.04372896
orange,67.23850599,59.27694131
orange,69.88379246,64.30363337
orange,62.63060225,56.20733346
orange,64.65478087,56.00236622
orange,67.96120694,56.52153979
orange,65.66565406,52.66003493
orange,71.11001198,62.27851255
orange,69.01976159,59.76947859
orange,67.21650026,59.8286879
orange,62.47672805,58.82661058
orange,67.07830068,56.95935823
orange,66.0507524,55.70632554
orange,66.69296046,62.40742561
orange,63.45532232,53.29526131
orange,68.49597413,60.76119577
orange,63.88313068,55.8295534
orange,66.32133406,60.12924086
orange,68.14427749,56.03723791
orange,64.64945263,56.90663327
orange,68.74897422,66.07746367
orange,63.0504688,61.67313048
orange,58.57067596,50.4204119
orange,68.39490397,59.50564966
orange,69.52161948,57.19274825
orange,66.14246373,54.45349525
orange,68.51237876,59.83914356
orange,63.53225042,59.51986206
orange,66.61855418,57.68597371
orange,61.17544487,66.89081427
orange,70.54354267,50.00523973
orange,72.57973258,62.35287755
orange,70.22203678,57.84390692
orange,66.9179591,61.62605364
orange,66.90000897,57.1840092
orange,62.45179713,56.62454175
orange,69.37115603,52.15848133
orange,66.36779746,58.16220629
orange,65.02977122,68.91498321
orange,62.76392262,62.95880883
orange,66.10071251,65.70228862
orange,64.45281659,62.65986127
orange,65.80890844,63.57705083
orange,63.34720004,62.61150566
orange,72.06276845,60.90156973
orange,66.95199242,56.6698849
orange,70.22483523,56.86826105
orange,59.19490099,52.59664001
orange,65.64040651,58.97672914
orange,64.97355313,62.5974227
orange,63.33122146,63.12769023
orange,71.63982746,59.38053082
orange,62.75415424,56.80948953
orange,67.95517078,72.16206977
orange,69.53930886,61.94674213
orange,67.53457057,64.68230122
orange,64.37423357,57.64927744
orange,69.82349742,58.84816949
orange,67.51176425,60.79442839
orange,63.80950628,65.70608925
orange,62.83585286,57.75410182
orange,73.2601523,62.41446267
orange,64.96449056,50.62074146
orange,61.43328504,56.97098226
orange,68.59977809,53.83196369
orange,67.93069077,63.45345087
orange,62.93849699,58.34218765
orange,61.17113076,57.43850367
orange,66.65109245,64.47639938
orange,70.41818888,63.46509143
orange,68.90837211,55.40791519
orange,65.52118773,60.71146595
orange,64.49743531,54.08622173
orange,67.81320027,57.0975399
orange,67.47206004,65.46631055
orange,68.88913524,64.80051181
orange,65.81260615,63.43607502
orange,69.69806216,56.71638445
orange,64.50756542,51.47427412
orange,66.0083659,54.29720726
orange,69.22244357,62.8102261
orange,69.96991483,57.83772846
orange,61.1844859,50.34956742
orange,67.32157122,58.27925005
orange,68.82633704,64.64095688
orange,62.64752706,61.57387456
orange,68.4418768,55.71496583
orange,64.51547719,52.81633339
orange,70.06075904,55.6938111
orange,68.6154461,59.13811069
orange,69.30715688,62.5522948
orange,67.36215799,51.24023938
orange,69.5909453,63.09280702
orange,71.14154358,59.02183091
orange,72.89874405,61.27911588
orange,66.91481484,52.38697775
orange,60.25284673,56.33338248
orange,67.09457801,57.20706324
orange,67.61668363,63.17556539
orange,66.53396396,63.11269619
orange,68.70486586,60.74036184
orange,70.03203389,65.41684873
orange,65.44605271,56.9383552
orange,66.11771402,63.05014878
orange,68.19352663,58.85623988
orange,65.34932878,56.33063162
orange,67.27380215,62.69352015
orange,61.1148772,64.52440132
orange,63.64030084,62.51300166
orange,63.01673357,56.96238618
orange,64.43912891,57.12084946
orange,64.92008642,64.51070339
orange,68.14691543,60.41130563
orange,69.94633901,62.31829592
orange,64.81784941,57.64519207
orange,64.00948305,64.04413975
orange,63.87493342,55.76497942
orange,65.75623382,61.50140608
orange,66.2829128,55.73130014
orange,68.4508526,49.14969993
orange,66.03602547,53.62816996
orange,60.76453219,59.5451808
orange,66.72569717,62.531691
orange,70.56156043,51.99479167
orange,70.57480381,53.99430212
orange,64.63311035,66.05818399
orange,62.35667037,57.2644026
orange,74.37418148,61.02280053
orange,66.51273417,56.89225871
orange,66.70764625,57.80566846
orange,68.26172257,59.34897683
orange,62.15788163,59.04384737
orange,64.81534267,58.22975916
orange,62.37867278,57.12081406
orange,64.92071616,46.80855644
orange,67.3565483,66.474622
orange,62.90587163,66.16169683
orange,68.76994804,54.59567303
orange,67.86803209,58.32756991
orange,64.28735492,64.50110122
orange,67.67897483,62.99316009
orange,69.24424349,64.10640647
orange,70.18328576,54.71301233
orange,66.36145516,69.30907238
orange,66.71908962,54.46616016
orange,66.7398576,62.01566537
orange,71.32438527,59.56510392
orange,70.37521568,57.38515873
orange,69.5032047,57.48233681
orange,66.1379776,55.03441275
orange,68.1197243,65.49063918
orange,68.20987099,59.35805291
orange,63.87498012,60.0368718
orange,61.81508645,59.83853133
orange,68.92549008,57.49931699
orange,62.41206841,54.46391502
orange,67.00505107,60.01490524
orange,67.75074346,50.6254422
orange,68.69160217,53.32573223
orange,67.56827871,54.69441322
orange,64.80143858,54.68528455
orange,69.95909758,59.42875527
orange,72.2159013,65.39395019
orange,69.64353643,52.93870342
orange,61.1690473,60.73470408
orange,71.19872856,62.59817901
orange,66.83183216,55.04187119
orange,68.57474284,58.78880239
orange,68.86609971,62.29444361
orange,66.70994178,57.97796359
orange,66.77421041,58.11726261
orange,70.05747121,60.23090716
orange,69.13480577,58.75994699
orange,69.97078674,56.77738844
orange,74.14878009,58.44553992
orange,68.99324759,66.53135917
orange,67.62214347,62.49467472
orange,60.36810067,55.34161171
orange,75.07514201,54.02032951
orange,65.55196953,57.56007104
orange,74.12420415,64.3150988
orange,68.1239307,60.17071647
orange,71.6152906,56.19397905
orange,66.67086904,62.52893827
orange,68.53441226,58.46651845
orange,67.64187394,54.517286
orange,66.4416379,60.84476982
orange,66.63881853,65.09657124
orange,70.03850301,60.73787319
orange,66.39562556,59.76800148
orange,60.88695252,56.37502749
orange,66.41233225,61.27359412
orange,68.61937182,54.71771786
orange,68.84936715,52.3874039
orange,68.84970345,58.82658893
orange,61.92369544,58.86162598
orange,68.10622617,68.46022213
orange,69.90357763,54.13461077
orange,70.82973604,59.68362529
orange,66.32511619,62.22021237
orange,66.03432224,63.20237138
orange,71.4635135,58.95710206
orange,61.99621586,56.02697543
orange,65.68951007,58.73686379
orange,68.37238624,66.75902397
orange,62.1466787,60.93095603
orange,67.83888359,50.82209171
orange,72.63359206,64.69383651
orange,66.98781804,61.16201064
orange,66.16463793,58.86571291
orange,68.42473514,58.92854552
orange,66.16278349,58.40084112
orange,69.44020112,60.02623792
orange,69.71330639,56.98453227
orange,67.00807498,60.10804501
orange,63.46992353,55.2745759
orange,63.04533782,59.8005875
orange,65.2210079,63.42734968
orange,69.3921415,61.03682445
orange,61.12538448,63.13499871
orange,61.34102452,54.63652495
orange,65.03866053,59.21917114
orange,68.18318454,61.46900121
orange,64.25930186,54.72798053
orange,69.66024711,65.26325735
orange,68.00010991,54.86076796
orange,66.48808115,59.65807483
orange,69.45648441,59.60732932
orange,68.16509549,59.48668121
orange,65.66219492,58.15830167
orange,67.6933448,60.79974715
orange,68.94254007,54.87534203
orange,68.06885003,53.84254325
orange,65.02596938,56.38172545
orange,69.56560662,58.77070358
orange,70.45880868,64.02699128
orange,67.82882367,65.34981656
orange,67.43231399,60.27792585
orange,66.77312476,60.52636649
orange,73.48424754,58.02542047
orange,67.8289466,59.19221234
orange,66.52511791,53.38181656
orange,59.47624659,60.15973492
orange,62.3041547,56.85778567
orange,66.7669804,60.33871509
orange,67.61888213,57.61607464
orange,67.83061738,56.35353706
orange,69.46452034,58.12355449
orange,66.41754277,57.53238036
orange,70.64376638,63.37831283
orange,64.23545187,59.83683233
orange,63.37467184,60.7299657
orange,63.31304147,54.03658566
orange,69.22689107,64.98728684
orange,66.75124017,59.63748176
orange,69.36945377,55.57487439
orange,66.19688074,60.23618658
orange,65.22432369,62.48173612
orange,65.89494227,53.46529145
orange,61.44214953,65.76042788
orange,63.49115422,58.36787718
orange,62.67389606,63.48468312
orange,70.16296682,59.28904528
orange,65.20800973,57.67030862
orange,69.36837956,51.66031981
orange,71.54947181,54.59931113
orange,66.42467557,58.8346388
orange,67.85163672,62.31141018
orange,61.74679744,51.47328538
orange,64.54399067,64.50176445
orange,67.16864455,64.59596186
orange,67.89726071,54.42673498
orange,64.72180565,60.88920225
orange,75.054577,54.86544315
orange,65.62482958,58.49920009
orange,67.19273067,62.71465096
orange,68.9493756,62.47335859
orange,66.9219441,55.60330159
orange,65.06929784,57.45345418
orange,70.13591699,55.09534572
orange,71.84663597,60.35817464
orange,66.91091809,52.76369934
orange,68.68680204,48.48269823
orange,66.7077625,64.87924913
orange,70.04936565,68.09389165
orange,63.53149782,57.17986584
orange,73.96258067,62.04440995
orange,65.18940626,58.96998887
orange,62.62345176,64.8972552
orange,65.94724652,61.21657573
orange,67.44012545,59.81465586
orange,71.87086362,51.80345419
orange,69.73362903,63.33182272
orange,67.4273753,57.59658554
orange,62.83154943,53.38603966
orange,64.40188677,58.19281334
orange,66.5101452,58.49288736
orange,74.65907834,63.23682749
orange,61.41931728,54.33041587
orange,70.39316396,56.76942549
orange,65.41829723,64.95247971
orange,71.9979727,64.43466308
orange,63.58239808,63.65285818
orange,67.4308697,65.64609578
orange,63.70134717,59.81612392
orange,69.71054928,56.67246525
orange,71.45133847,61.22081625
orange,72.85216302,63.2348925
orange,69.39280197,68.65453309
orange,72.52979876,51.14007067
orange,70.73927173,60.09294281
orange,66.60437526,61.61917833
orange,68.43111171,58.78160538
orange,64.08401737,52.76871101
orange,66.44439349,61.96600357
orange,70.66289113,55.88365703
orange,68.62385243,61.023446
orange,68.37207199,62.63020682
orange,63.88560688,64.13582804
orange,65.18646031,52.76854481
orange,64.70618196,63.32696739
orange,68.18588761,55.97207457
orange,64.02847711,53.8439221
orange,68.68612417,64.25728266
orange,63.65075076,63.58503989
orange,72.48559137,58.02966693
orange,68.38177405,62.03816282
orange,64.89698916,55.55869703
orange,67.7231378,58.39587368
orange,65.9426404,58.62510706
orange,68.11344388,57.87703978
orange,67.73059816,61.93639495
orange,63.95765748,65.14931014
orange,64.62605836,57.17691575
orange,67.89878105,58.86936619
orange,71.91715573,65.5470294
orange,70.25385103,57.68383212
orange,65.12629758,48.58384732
orange,69.4777687,61.05593515
orange,66.85429494,55.45412796
orange,67.90394096,55.00584638
orange,67.78108447,64.68326725
orange,74.72634929,68.79199203
orange,63.44413357,54.84086983
orange,67.30275958,63.12410073
orange,61.66006814,58.62340865
orange,68.76950777,59.56722984
orange,70.28982542,63.88894681
orange,71.33698672,59.85469807
orange,61.22456424,55.59453858
orange,68.23830849,57.1183645
orange,71.78010985,61.74454102
orange,65.75795241,49.65621067
orange,66.3635484,63.38097753
orange,66.89038833,52.7313996
orange,68.09505625,59.08772425
orange,68.99547963,58.23856409
orange,70.95346265,64.17227794
orange,66.71353723,59.75539726
orange,67.58883414,59.40775654
orange,74.46399363,61.79254324
orange,68.29329678,55.69194178
orange,67.56625933,58.21640458
orange,62.97327062,63.71033766
