Alternative,Cost
Alternative 1,62.35287755
Alternative 1,57.84390692
Alternative 1,61.62605364
Alternative 1,57.1840092
Alternative 1,56.62454175
Alternative 1,52.15848133
Alternative 1,58.16220629
Alternative 1,68.91498321
Alternative 1,62.95880883
Alternative 1,65.70228862
Alternative 1,62.65986127
Alternative 1,63.57705083
Alternative 1,62.61150566
Alternative 1,60.90156973
Alternative 1,56.6698849
Alternative 1,56.86826105
Alternative 1,52.59664001
Alternative 1,58.97672914
Alternative 1,62.5974227
Alternative 1,63.12769023
Alternative 1,59.38053082
Alternative 1,56.80948953
Alternative 1,72.16206977
Alternative 1,61.94674213
Alternative 1,64.68230122
Alternative 1,57.64927744
Alternative 1,58.84816949
Alternative 1,60.79442839
Alternative 1,65.70608925
Alternative 1,57.75410182
Alternative 1,62.41446267
Alternative 1,50.62074146
Alternative 1,56.97098226
Alternative 1,53.83196369
Alternative 1,63.45345087
Alternative 1,58.34218765
Alternative 1,57.43850367
Alternative 1,64.47639938
Alternative 1,63.46509143
Alternative 1,55.40791519
Alternative 1,60.71146595
Alternative 1,54.08622173
Alternative 1,57.0975399
Alternative 1,65.46631055
Alternative 1,64.80051181
Alternative 1,63.43607502
Alternative 1,56.71638445
Alternative 1,51.47427412
Alternative 1,54.29720726
Alternative 1,62.8102261
Alternative 1,57.83772846
Alternative 1,50.34956742
Alternative 1,58.27925005
Alternative 1,64.64095688
Alternative 1,61.57387456
Alternative 1,55.71496583
Alternative 1,52.81633339
Alternative 1,55.6938111
Alternative 1,59.13811069
Alternative 1,62.5522948
Alternative 1,51.24023938
Alternative 1,63.09280702
Alternative 1,59.02183091
Alternative 1,61.27911588
Alternative 1,52.38697775
Alternative 1,56.33338248
Alternative 1,57.20706324
Alternative 1,63.17556539
Alternative 1,63.11269619
Alternative 1,60.74036184
Alternative 1,65.41684873
Alternative 1,56.9383552
Alternative 1,63.05014878
Alternative 1,58.85623988
Alternative 1,56.33063162
Alternative 1,62.69352015
Alternative 1,64.52440132
Alternative 1,62.51300166
Alternative 1,56.96238618
Alternative 1,57.12084946
Alternative 1,64.51070339
Alternative 1,60.41130563
Alternative 1,62.31829592
Alternative 1,57.64519207
Alternative 1,64.04413975
Alternative 1,55.76497942
Alternative 1,61.50140608
Alternative 1,55.73130014
Alternative 1,49.14969993
Alternative 1,53.62816996
Alternative 1,59.5451808
Alternative 1,62.531691
Alternative 1,51.99479167
Alternative 1,53.99430212
Alternative 1,66.05818399
Alternative 1,57.2644026
Alternative 1,61.02280053
Alternative 1,56.89225871
Alternative 1,57.80566846
Alternative 1,59.34897683
Alternative 1,59.04384737
Alternative 1,58.22975916
Alternative 1,57.12081406
Alternative 1,46.80855644
Alternative 1,66.474622
Alternative 1,66.16169683
Alternative 1,54.59567303
Alternative 1,58.32756991
Alternative 1,64.50110122
Alternative 1,62.99316009
Alternative 1,64.10640647
Alternative 1,54.71301233
Alternative 1,69.30907238
Alternative 1,54.46616016
Alternative 1,62.01566537
Alternative 1,59.56510392
Alternative 1,57.38515873
Alternative 1,57.48233681
Alternative 1,55.03441275
Alternative 1,65.49063918
Alternative 1,59.35805291
Alternative 1,60.0368718
Alternative 1,59.83853133
Alternative 1,57.49931699
Alternative 1,54.46391502
Alternative 1,60.01490524
Alternative 1,50.6254422
Alternative 1,53.32573223
Alternative 1,54.69441322
Alternative 1,54.68528455
Alternative 1,59.42875527
Alternative 1,65.39395019
Alternative 1,52.93870342
Alternative 1,60.73470408
Alternative 1,62.59817901
Alternative 1,55.04187119
Alternative 1,58.78880239
Alternative 1,62.29444361
Alternative 1,57.97796359
Alternative 1,58.11726261
Alternative 1,60.23090716
Alternative 1,58.75994699
Alternative 1,56.77738844
Alternative 1,58.44553992
Alternative 1,66.53135917
Alternative 1,62.49467472
Alternative 1,55.34161171
Alternative 1,54.02032951
Alternative 1,57.56007104
Alternative 1,64.3150988
Alternative 1,60.17071647
Alternative 1,56.19397905
Alternative 1,62.52893827
Alternative 1,58.46651845
Alternative 1,54.517286
Alternative 1,60.84476982
Alternative 1,65.09657124
Alternative 1,60.73787319
Alternative 1,59.76800148
Alternative 1,56.37502749
Alternative 1,61.27359412
Alternative 1,54.71771786
Alternative 1,52.3874039
Alternative 1,58.82658893
Alternative 1,58.86162598
Alternative 1,68.46022213
Alternative 1,54.13461077
Alternative 1,59.68362529
Alternative 1,62.22021237
Alternative 1,63.20237138
Alternative 1,58.95710206
Alternative 1,56.02697543
Alternative 1,58.73686379
Alternative 1,66.75902397
Alternative 1,60.93095603
Alternative 1,50.82209171
Alternative 1,64.69383651
Alternative 1,61.16201064
Alternative 1,58.86571291
Alternative 1,58.92854552
Alternative 1,58.40084112
Alternative 1,60.02623792
Alternative 1,56.98453227
Alternative 1,60.10804501
Alternative 1,55.2745759
Alternative 1,59.8005875
Alternative 1,63.42734968
Alternative 1,61.03682445
Alternative 1,63.13499871
Alternative 1,54.63652495
Alternative 1,59.21917114
Alternative 1,61.46900121
Alternative 1,54.72798053
Alternative 1,65.26325735
Alternative 1,54.86076796
Alternative 1,59.65807483
Alternative 1,59.60732932
Alternative 1,59.48668121
Alternative 1,58.15830167
Alternative 1,60.79974715
Alternative 1,54.87534203
Alternative 1,53.84254325
Alternative 1,56.38172545
Alternative 1,58.77070358
Alternative 1,64.02699128
Alternative 1,65.34981656
Alternative 1,60.27792585
Alternative 1,60.52636649
Alternative 1,58.02542047
Alternative 1,59.19221234
Alternative 1,53.38181656
Alternative 1,60.15973492
Alternative 1,56.85778567
Alternative 1,60.33871509
Alternative 1,57.61607464
Alternative 1,56.35353706
Alternative 1,58.12355449
Alternative 1,57.53238036
Alternative 1,63.37831283
Alternative 1,59.83683233
Alternative 1,60.7299657
Alternative 1,54.03658566
Alternative 1,64.98728684
Alternative 1,59.63748176
Alternative 1,55.57487439
Alternative 1,60.23618658
Alternative 1,62.48173612
Alternative 1,53.46529145
Alternative 1,65.76042788
Alternative 1,58.36787718
Alternative 1,63.48468312
Alternative 1,59.28904528
Alternative 1,57.67030862
Alternative 1,51.66031981
Alternative 1,54.59931113
Alternative 1,58.8346388
Alternative 1,62.31141018
Alternative 1,51.47328538
Alternative 1,64.50176445
Alternative 1,64.59596186
Alternative 1,54.42673498
Alternative 1,60.88920225
Alternative 1,54.86544315
Alternative 1,58.49920009
Alternative 1,62.71465096
Alternative 1,62.47335859
Alternative 1,55.60330159
Alternative 1,57.45345418
Alternative 1,55.09534572
Alternative 1,60.35817464
Alternative 1,52.76369934
Alternative 1,48.48269823
Alternative 1,64.87924913
Alternative 1,68.09389165
Alternative 1,57.17986584
Alternative 1,62.04440995
Alternative 1,58.96998887
Alternative 1,64.8972552
Alternative 1,61.21657573
Alternative 1,59.81465586
Alternative 1,51.80345419
Alternative 1,63.33182272
Alternative 1,57.59658554
Alternative 1,53.38603966
Alternative 1,58.19281334
Alternative 1,58.49288736
Alternative 1,63.23682749
Alternative 1,54.33041587
Alternative 1,56.76942549
Alternative 1,64.95247971
Alternative 1,64.43466308
Alternative 1,63.65285818
Alternative 1,65.64609578
Alternative 1,59.81612392
Alternative 1,56.67246525
Alternative 1,61.22081625
Alternative 1,63.2348925
Alternative 1,68.65453309
Alternative 1,51.14007067
Alternative 1,60.09294281
Alternative 1,61.61917833
Alternative 1,58.78160538
Alternative 1,52.76871101
Alternative 1,61.96600357
Alternative 1,55.88365703
Alternative 1,61.023446
Alternative 1,62.63020682
Alternative 1,64.13582804
Alternative 1,52.76854481
Alternative 1,63.32696739
Alternative 1,55.97207457
Alternative 1,53.8439221
Alternative 1,64.25728266
Alternative 1,63.58503989
Alternative 1,58.02966693
Alternative 1,62.03816282
Alternative 1,55.55869703
Alternative 1,58.39587368
Alternative 1,58.62510706
Alternative 1,57.87703978
Alternative 1,61.93639495
Alternative 1,65.14931014
Alternative 1,57.17691575
Alternative 1,58.86936619
Alternative 1,65.5470294
Alternative 1,57.68383212
Alternative 1,48.58384732
Alternative 1,61.05593515
Alternative 1,55.45412796
Alternative 1,55.00584638
Alternative 1,64.68326725
Alternative 1,68.79199203
Alternative 1,54.84086983
Alternative 1,63.12410073
Alternative 1,58.62340865
Alternative 1,59.56722984
Alternative 1,63.88894681
Alternative 1,59.85469807
Alternative 1,55.59453858
Alternative 1,57.1183645
Alternative 1,61.74454102
Alternative 1,49.65621067
Alternative 1,63.38097753
Alternative 1,52.7313996
Alternative 1,59.08772425
Alternative 1,58.23856409
Alternative 1,64.17227794
Alternative 1,59.75539726
Alternative 1,59.40775654
Alternative 1,61.79254324
Alternative 1,55.69194178
Alternative 1,58.21640458
Alternative 1,63.71033766
Alternative 1,61.73389448
Alternative 1,53.89801317
Alternative 1,61.55182547
Alternative 1,53.4896415
Alternative 1,56.60675679
Alternative 1,63.84368154
Alternative 1,49.9958193
Alternative 1,51.88394324
Alternative 1,64.20549069
Alternative 1,55.74082886
Alternative 1,63.97482807
Alternative 1,58.3269992
Alternative 1,60.71110271
Alternative 1,62.25311556
Alternative 1,56.39515252
Alternative 1,57.78163631
Alternative 1,57.33961132
Alternative 1,70.2643371
Alternative 1,59.50458828
Alternative 1,60.89120169
Alternative 1,57.63698584
Alternative 1,58.03283743
Alternative 1,64.51501868
Alternative 1,57.64446532
Alternative 1,59.08054521
Alternative 1,60.50784866
Alternative 1,57.27310502
Alternative 1,66.83625662
Alternative 1,53.28616155
Alternative 1,67.04517192
Alternative 1,57.59363244
Alternative 1,64.42847859
Alternative 1,51.00329036
Alternative 1,62.82432249
Alternative 1,62.50572506
Alternative 1,53.91513211
Alternative 1,55.92670449
Alternative 1,59.77409938
Alternative 1,63.57534172
Alternative 1,55.93600278
Alternative 1,58.103496
Alternative 1,65.28538774
Alternative 1,54.49061104
Alternative 1,62.79117592
Alternative 1,60.79507276
Alternative 1,54.57674189
Alternative 1,56.32852863
Alternative 1,62.13311004
Alternative 1,59.99583773
Alternative 1,64.70039311
Alternative 1,56.59286415
Alternative 1,52.14204921
Alternative 1,63.19130771
Alternative 1,56.56551353
Alternative 1,59.48136211
Alternative 1,65.87616726
Alternative 1,57.99834379
Alternative 1,65.19822131
Alternative 1,54.6114414
Alternative 1,62.70204494
Alternative 1,59.98719685
Alternative 1,56.05291384
Alternative 1,53.87996424
Alternative 1,59.30657465
Alternative 1,60.02065905
Alternative 1,60.10978727
Alternative 1,61.14742409
Alternative 1,57.15805774
Alternative 3,68.54907757
Alternative 3,68.0167286
Alternative 3,64.65550413
Alternative 3,66.90814625
Alternative 3,76.7954707
Alternative 3,68.88775496
Alternative 3,71.74047567
Alternative 3,68.44642051
Alternative 3,70.82947289
Alternative 3,68.84181957
Alternative 3,73.09176587
Alternative 3,67.48909975
Alternative 3,63.87281949
Alternative 3,71.69564905
Alternative 3,68.28679792
Alternative 3,73.39022274
Alternative 3,69.3731348
Alternative 3,73.36122253
Alternative 3,70.05068088
Alternative 3,67.95292356
Alternative 3,71.17679582
Alternative 3,67.62228471
Alternative 3,74.05427769
Alternative 3,69.43975205
Alternative 3,62.91042872
Alternative 3,67.58348976
Alternative 3,64.10288422
Alternative 3,62.46493408
Alternative 3,69.17762595
Alternative 3,70.94358191
Alternative 3,66.71571933
Alternative 3,65.01347302
Alternative 3,67.19390776
Alternative 3,64.34842418
Alternative 3,71.10900539
Alternative 3,70.72350902
Alternative 3,64.21412547
Alternative 3,67.12779342
Alternative 3,72.14164817
Alternative 3,68.49582229
Alternative 3,69.02854768
Alternative 3,70.25172067
Alternative 3,70.88050259
Alternative 3,72.61872942
Alternative 3,71.31769611
Alternative 3,64.86729881
Alternative 3,67.91271922
Alternative 3,69.90689549
Alternative 3,68.67276037
Alternative 3,62.46250416
Alternative 3,66.72565583
Alternative 3,72.04365345
Alternative 3,69.47414149
Alternative 3,64.58231869
Alternative 3,69.64777862
Alternative 3,68.52387758
Alternative 3,71.01556162
Alternative 3,75.31967581
Alternative 3,64.45229961
Alternative 3,67.48480943
Alternative 3,68.58371118
Alternative 3,62.591385
Alternative 3,68.90634001
Alternative 3,67.22049289
Alternative 3,75.70680831
Alternative 3,60.24607136
Alternative 3,73.4646635
Alternative 3,72.024074
Alternative 3,71.20527489
Alternative 3,69.44043598
Alternative 3,66.86759911
Alternative 3,72.3168942
Alternative 3,66.3427588
Alternative 3,71.08428545
Alternative 3,70.20791756
Alternative 3,72.22871459
