Alternative,Value
Alternative 1,70.90352798
Alternative 1,69.27032429
Alternative 1,61.8198088
Alternative 1,65.19547988
Alternative 1,65.94386063
Alternative 1,69.11057171
Alternative 1,66.682986
Alternative 1,63.22405412
Alternative 1,72.05330712
Alternative 1,69.73417388
Alternative 1,67.71229082
Alternative 1,70.65432583
Alternative 1,62.98367714
Alternative 1,68.98246089
Alternative 1,65.43126287
Alternative 1,69.05123657
Alternative 1,66.81753414
Alternative 1,68.89888214
Alternative 1,71.00655285
Alternative 1,67.02187027
Alternative 1,70.05267591
Alternative 1,63.43469789
Alternative 1,64.83518668
Alternative 1,71.55765313
Alternative 1,68.13216392
Alternative 1,60.84333154
Alternative 1,62.90788764
Alternative 1,66.39765695
Alternative 1,69.59733821
Alternative 1,66.69435023
Alternative 1,68.87256242
Alternative 1,69.87701613
Alternative 1,72.01316449
Alternative 1,67.1680502
Alternative 1,66.84405428
Alternative 1,61.74028792
Alternative 1,67.29798278
Alternative 1,65.28444983
Alternative 1,64.07797125
Alternative 1,66.46028131
Alternative 1,70.04482952
Alternative 1,61.02175453
Alternative 1,65.71816214
Alternative 1,67.34991185
Alternative 1,64.32037729
Alternative 1,68.00170883
Alternative 1,68.23428976
Alternative 1,66.90089152
Alternative 1,59.60230542
Alternative 1,74.71437444
Alternative 1,66.38410223
Alternative 1,68.95357984
Alternative 1,67.82129947
Alternative 1,70.0740197
Alternative 1,69.45297834
Alternative 1,66.37062049
Alternative 1,68.13450332
Alternative 1,64.16377351
Alternative 1,69.57076903
Alternative 1,65.61688498
Alternative 1,74.25032006
Alternative 1,62.04685331
Alternative 1,65.60803827
Alternative 1,69.47613959
Alternative 1,68.53039764
Alternative 1,65.23155688
Alternative 1,64.00965777
Alternative 1,67.43342711
Alternative 1,66.95707776
Alternative 1,61.62915629
Alternative 1,67.1036532
Alternative 1,67.57069095
Alternative 1,67.52417919
Alternative 1,63.83494887
Alternative 1,68.42839983
Alternative 1,71.13571041
Alternative 1,68.36870921
Alternative 1,63.59323459
Alternative 1,65.69306359
Alternative 1,68.03831086
Alternative 1,65.05886311
Alternative 1,60.52706099
Alternative 1,69.65275246
Alternative 1,64.51156717
Alternative 1,65.27931919
Alternative 1,71.51170183
Alternative 1,64.67756521
Alternative 1,69.53719462
Alternative 1,63.21795136
Alternative 1,65.93637279
Alternative 1,66.77933194
Alternative 1,63.49404573
Alternative 1,65.09575521
Alternative 1,66.91347534
Alternative 1,69.01208791
Alternative 1,62.04836037
Alternative 1,65.95073728
Alternative 1,69.26921932
Alternative 1,65.38357252
Alternative 1,67.68187577
Alternative 1,68.47668571
Alternative 1,67.80350505
Alternative 1,68.95977304
Alternative 1,66.63187402
Alternative 1,65.75897046
Alternative 1,59.07055314
Alternative 1,66.72117694
Alternative 1,68.29085409
Alternative 1,68.60619652
Alternative 1,65.33416495
Alternative 1,72.33850873
Alternative 1,67.85927326
Alternative 1,67.37894758
Alternative 1,70.81680034
Alternative 1,64.84460134
Alternative 1,65.64898413
Alternative 1,74.19235744
Alternative 1,67.03338756
Alternative 1,71.90070526
Alternative 1,62.68448007
Alternative 1,66.42844959
Alternative 1,68.13527171
Alternative 1,67.90011564
Alternative 1,63.98309122
Alternative 1,67.05777782
Alternative 1,63.76773804
Alternative 1,69.13810998
Alternative 1,70.25432527
Alternative 1,60.32503691
Alternative 1,70.70708039
Alternative 1,63.27686651
Alternative 1,68.36430781
Alternative 1,68.97970791
Alternative 1,66.40033052
Alternative 1,65.06465813
Alternative 1,67.49596306
Alternative 1,68.3164561
Alternative 1,69.64990846
Alternative 1,60.84298905
Alternative 1,62.0908622
Alternative 1,71.29120702
Alternative 1,70.13988654
Alternative 1,68.30586685
Alternative 1,69.14553522
Alternative 1,69.75152475
Alternative 1,59.0172316
Alternative 1,70.33083129
Alternative 1,65.54503721
Alternative 1,67.69185049
Alternative 1,66.1145266
Alternative 1,69.61589486
Alternative 1,65.95458265
Alternative 1,68.5555113
Alternative 1,65.82794506
Alternative 1,63.72163837
Alternative 1,70.63003153
Alternative 1,69.22270003
Alternative 1,72.17278672
Alternative 1,67.1954618
Alternative 1,70.37500824
Alternative 1,72.92625716
Alternative 1,66.15555365
Alternative 1,63.03114666
Alternative 1,66.2819453
Alternative 1,66.35787628
Alternative 1,67.45504151
Alternative 1,72.13691493
Alternative 1,66.02156832
Alternative 1,68.11901397
Alternative 1,66.31694781
Alternative 1,67.06135213
Alternative 1,67.94217299
Alternative 1,70.98464409
Alternative 1,67.36395513
Alternative 1,69.13852696
Alternative 1,69.33658009
Alternative 1,69.74431981
Alternative 1,65.27681634
Alternative 1,71.88064364
Alternative 1,65.85712978
Alternative 1,66.6826475
Alternative 1,71.2121508
Alternative 1,70.88225172
Alternative 1,63.73002438
Alternative 1,64.380787
Alternative 1,62.92576282
Alternative 1,67.54554158
Alternative 1,67.4945226
Alternative 1,68.09234406
Alternative 1,68.65647314
Alternative 1,65.19432146
Alternative 1,64.01890423
Alternative 1,70.08035517
Alternative 1,69.25318391
Alternative 1,62.47250039
Alternative 1,66.71455765
Alternative 1,64.31215653
Alternative 1,60.78774679
Alternative 1,67.45036039
Alternative 1,66.76236487
Alternative 1,66.7078922
Alternative 1,67.64845763
Alternative 1,69.64739549
Alternative 1,67.61679251
Alternative 1,65.15069247
Alternative 1,64.79560224
Alternative 1,66.60459162
Alternative 1,67.93005096
Alternative 1,63.88095894
Alternative 1,66.44707339
Alternative 1,69.90180178
Alternative 1,66.67515973
Alternative 1,64.904738
Alternative 1,66.17216449
Alternative 1,70.34394564
Alternative 1,68.65013188
Alternative 1,70.7100274
Alternative 1,67.41729357
Alternative 1,68.23082529
Alternative 1,65.32462926
Alternative 1,68.81611201
Alternative 1,65.48099937
Alternative 1,62.73830349
Alternative 1,67.3839789
Alternative 1,72.83755365
Alternative 1,69.40274302
Alternative 1,70.49576017
Alternative 1,68.07656717
Alternative 1,65.17432847
Alternative 1,66.39327743
Alternative 1,66.18025568
Alternative 1,65.59390066
Alternative 1,69.11250185
Alternative 1,63.40790949
Alternative 1,69.5990984
Alternative 1,69.59245746
Alternative 1,63.40413292
Alternative 1,68.91847599
Alternative 1,74.29067996
Alternative 1,65.32835355
Alternative 1,69.53471272
Alternative 1,64.65339446
Alternative 1,70.33213425
Alternative 1,67.74947416
Alternative 1,71.95574617
Alternative 1,62.62308781
Alternative 1,66.84610634
Alternative 1,65.41922447
Alternative 1,66.40820539
Alternative 1,65.11126377
Alternative 1,64.49846926
Alternative 1,68.73616712
Alternative 1,63.73725786
Alternative 1,71.45209279
Alternative 1,63.44138024
Alternative 1,67.30323745
Alternative 1,68.59896786
Alternative 1,68.76020602
Alternative 1,66.09476001
Alternative 1,67.23850599
Alternative 1,69.88379246
Alternative 1,62.63060225
Alternative 1,64.65478087
Alternative 1,67.96120694
Alternative 1,65.66565406
Alternative 1,71.11001198
Alternative 1,69.01976159
Alternative 1,67.21650026
Alternative 1,62.47672805
Alternative 1,67.07830068
Alternative 1,66.0507524
Alternative 1,66.69296046
Alternative 1,63.45532232
Alternative 1,68.49597413
Alternative 1,63.88313068
Alternative 1,66.32133406
Alternative 1,68.14427749
Alternative 1,64.64945263
Alternative 1,68.74897422
Alternative 1,63.0504688
Alternative 1,58.57067596
Alternative 1,68.39490397
Alternative 1,69.52161948
Alternative 1,66.14246373
Alternative 1,68.51237876
Alternative 1,63.53225042
Alternative 1,66.61855418
Alternative 1,61.17544487
Alternative 1,70.54354267
Alternative 1,72.57973258
Alternative 1,70.22203678
Alternative 1,66.9179591
Alternative 1,66.90000897
Alternative 1,62.45179713
Alternative 1,69.37115603
Alternative 1,66.36779746
Alternative 1,65.02977122
Alternative 1,62.76392262
Alternative 1,66.10071251
Alternative 1,64.45281659
Alternative 1,65.80890844
Alternative 1,63.34720004
Alternative 1,72.06276845
Alternative 1,66.95199242
Alternative 1,70.22483523
Alternative 1,59.19490099
Alternative 1,65.64040651
Alternative 1,64.97355313
Alternative 1,63.33122146
Alternative 1,71.63982746
Alternative 1,62.75415424
Alternative 1,67.95517078
Alternative 1,69.53930886
Alternative 1,67.53457057
Alternative 1,64.37423357
Alternative 1,69.82349742
Alternative 1,67.51176425
Alternative 1,63.80950628
Alternative 1,62.83585286
Alternative 1,73.2601523
Alternative 1,64.96449056
Alternative 1,61.43328504
Alternative 1,68.59977809
Alternative 1,67.93069077
Alternative 1,62.93849699
Alternative 1,61.17113076
Alternative 1,66.65109245
Alternative 1,70.41818888
Alternative 1,68.90837211
Alternative 1,65.52118773
Alternative 1,64.49743531
Alternative 1,67.81320027
Alternative 1,67.47206004
Alternative 1,68.88913524
Alternative 1,65.81260615
Alternative 1,69.69806216
Alternative 1,64.50756542
Alternative 1,66.0083659
Alternative 1,69.22244357
Alternative 1,69.96991483
Alternative 1,61.1844859
Alternative 1,67.32157122
Alternative 1,68.82633704
Alternative 1,62.64752706
Alternative 1,68.4418768
Alternative 1,64.51547719
Alternative 1,70.06075904
Alternative 1,68.6154461
Alternative 1,69.30715688
Alternative 1,67.36215799
Alternative 1,69.5909453
Alternative 1,71.14154358
Alternative 1,72.89874405
Alternative 1,66.91481484
Alternative 1,60.25284673
Alternative 1,67.09457801
Alternative 1,67.61668363
Alternative 1,66.53396396
Alternative 1,68.70486586
Alternative 1,70.03203389
Alternative 1,65.44605271
Alternative 1,66.11771402
Alternative 1,68.19352663
Alternative 1,65.34932878
Alternative 1,67.27380215
Alternative 1,61.1148772
Alternative 1,63.64030084
Alternative 1,63.01673357
Alternative 1,64.43912891
Alternative 1,64.92008642
Alternative 1,68.14691543
Alternative 1,69.94633901
Alternative 1,64.81784941
Alternative 1,64.00948305
Alternative 1,63.87493342
Alternative 1,65.75623382
Alternative 1,66.2829128
Alternative 1,68.4508526
Alternative 1,66.03602547
Alternative 1,60.76453219
Alternative 1,66.72569717
Alternative 1,70.56156043
Alternative 1,70.57480381
Alternative 1,64.63311035
Alternative 1,62.35667037
Alternative 1,74.37418148
Alternative 1,66.51273417
Alternative 1,66.70764625
Alternative 1,68.26172257
Alternative 1,62.15788163
Alternative 1,64.81534267
Alternative 1,62.37867278
Alternative 1,64.92071616
Alternative 1,67.3565483
Alternative 1,62.90587163
Alternative 1,68.76994804
Alternative 1,67.86803209
Alternative 1,64.28735492
Alternative 1,67.67897483
Alternative 1,69.24424349
Alternative 1,70.18328576
Alternative 1,66.36145516
Alternative 1,66.71908962
Alternative 1,66.7398576
Alternative 1,71.32438527
Alternative 1,70.37521568
Alternative 1,69.5032047
Alternative 1,66.1379776
Alternative 1,68.1197243
Alternative 1,68.20987099
Alternative 1,63.87498012
Alternative 1,61.81508645
Alternative 1,68.92549008
Alternative 1,62.41206841
Alternative 1,67.00505107
Alternative 1,67.75074346
Alternative 1,68.69160217
Alternative 1,67.56827871
Alternative 1,64.80143858
Alternative 1,69.95909758
Alternative 1,72.2159013
Alternative 1,69.64353643
Alternative 1,61.1690473
Alternative 1,71.19872856
Alternative 1,66.83183216
Alternative 1,68.57474284
Alternative 1,68.86609971
Alternative 1,66.70994178
Alternative 1,66.77421041
Alternative 1,70.05747121
Alternative 1,69.13480577
Alternative 1,69.97078674
Alternative 1,74.14878009
Alternative 1,68.99324759
Alternative 1,67.62214347
Alternative 1,60.36810067
Alternative 1,75.07514201
Alternative 1,65.55196953
Alternative 1,74.12420415
Alternative 1,68.1239307
Alternative 1,71.6152906
Alternative 1,66.67086904
Alternative 1,68.53441226
Alternative 1,67.64187394
Alternative 1,66.4416379
Alternative 1,66.63881853
Alternative 1,70.03850301
Alternative 1,66.39562556
Alternative 1,60.88695252
Alternative 1,66.41233225
Alternative 1,68.61937182
Alternative 1,68.84936715
Alternative 1,68.84970345
Alternative 1,61.92369544
Alternative 1,68.10622617
Alternative 1,69.90357763
Alternative 1,70.82973604
Alternative 1,66.32511619
Alternative 1,66.03432224
Alternative 1,71.4635135
Alternative 1,61.99621586
Alternative 1,65.68951007
Alternative 1,68.37238624
Alternative 1,62.1466787
Alternative 1,67.83888359
Alternative 1,72.63359206
Alternative 1,66.98781804
Alternative 1,66.16463793
Alternative 1,68.42473514
Alternative 1,66.16278349
Alternative 1,69.44020112
Alternative 1,69.71330639
Alternative 1,67.00807498
Alternative 1,63.46992353
Alternative 1,63.04533782
Alternative 1,65.2210079
Alternative 1,69.3921415
Alternative 1,61.12538448
Alternative 1,61.34102452
Alternative 1,65.03866053
Alternative 1,68.18318454
Alternative 1,64.25930186
Alternative 1,69.66024711
Alternative 1,68.00010991
Alternative 1,66.48808115
Alternative 1,69.45648441
Alternative 1,68.16509549
Alternative 1,65.66219492
Alternative 1,67.6933448
Alternative 1,68.94254007
Alternative 1,68.06885003
Alternative 1,65.02596938
Alternative 1,69.56560662
Alternative 1,70.45880868
Alternative 1,67.82882367
Alternative 1,67.43231399
Alternative 1,66.77312476
Alternative 1,73.48424754
Alternative 1,67.8289466
Alternative 1,66.52511791
Alternative 1,59.47624659
Alternative 1,62.3041547
Alternative 1,66.7669804
Alternative 1,67.61888213
Alternative 1,67.83061738
Alternative 1,69.46452034
Alternative 1,66.41754277
Alternative 1,70.64376638
Alternative 1,64.23545187
Alternative 1,63.37467184
Alternative 1,63.31304147
Alternative 1,69.22689107
Alternative 1,66.75124017
Alternative 1,69.36945377
Alternative 1,66.19688074
Alternative 1,65.22432369
Alternative 1,65.89494227
Alternative 1,61.44214953
Alternative 1,63.49115422
Alternative 1,62.67389606
Alternative 1,70.16296682
Alternative 1,65.20800973
Alternative 1,69.36837956
Alternative 1,71.54947181
Alternative 1,66.42467557
Alternative 1,67.85163672
Alternative 1,61.74679744
Alternative 1,64.54399067
Alternative 1,67.16864455
Alternative 1,67.89726071
Alternative 1,64.72180565
Alternative 1,75.054577
Alternative 1,65.62482958
Alternative 1,67.19273067
Alternative 1,68.9493756
Alternative 1,66.9219441
Alternative 1,65.06929784
Alternative 1,70.13591699
Alternative 1,71.84663597
Alternative 1,66.91091809
Alternative 1,68.68680204
Alternative 1,66.7077625
Alternative 1,70.04936565
Alternative 1,63.53149782
Alternative 1,73.96258067
Alternative 1,65.18940626
Alternative 1,62.62345176
Alternative 1,65.94724652
Alternative 1,67.44012545
Alternative 1,71.87086362
Alternative 1,69.73362903
Alternative 1,67.4273753
Alternative 1,62.83154943
Alternative 1,64.40188677
Alternative 1,66.5101452
Alternative 1,74.65907834
Alternative 1,61.41931728
Alternative 1,70.39316396
Alternative 1,65.41829723
Alternative 1,71.9979727
Alternative 1,63.58239808
Alternative 1,67.4308697
Alternative 1,63.70134717
Alternative 1,69.71054928
Alternative 1,71.45133847
Alternative 1,72.85216302
Alternative 1,69.39280197
Alternative 1,72.52979876
Alternative 1,70.73927173
Alternative 1,66.60437526
Alternative 1,68.43111171
Alternative 1,64.08401737
Alternative 1,66.44439349
Alternative 1,70.66289113
Alternative 1,68.62385243
Alternative 1,68.37207199
Alternative 1,63.88560688
Alternative 1,65.18646031
Alternative 1,64.70618196
Alternative 1,68.18588761
Alternative 1,64.02847711
Alternative 1,68.68612417
Alternative 1,63.65075076
Alternative 1,72.48559137
Alternative 1,68.38177405
Alternative 1,64.89698916
Alternative 1,67.7231378
Alternative 1,65.9426404
Alternative 1,68.11344388
Alternative 1,67.73059816
Alternative 1,63.95765748
Alternative 1,64.62605836
Alternative 1,67.89878105
Alternative 1,71.91715573
Alternative 1,70.25385103
Alternative 1,65.12629758
Alternative 1,69.4777687
Alternative 1,66.85429494
Alternative 1,67.90394096
Alternative 1,67.78108447
Alternative 1,74.72634929
Alternative 1,63.44413357
Alternative 1,67.30275958
Alternative 1,61.66006814
Alternative 1,68.76950777
Alternative 1,70.28982542
Alternative 1,71.33698672
Alternative 1,61.22456424
Alternative 1,68.23830849
Alternative 1,71.78010985
Alternative 1,65.75795241
Alternative 1,66.3635484
Alternative 1,66.89038833
Alternative 1,68.09505625
Alternative 1,68.99547963
Alternative 1,70.95346265
Alternative 1,66.71353723
Alternative 1,67.58883414
Alternative 1,74.46399363
Alternative 1,68.29329678
Alternative 1,67.56625933
Alternative 1,62.97327062
Alternative 1,67.00856814
Alternative 1,66.33602154
Alternative 1,66.96686251
Alternative 1,65.27374708
Alternative 1,64.93955304
Alternative 1,64.8376791
Alternative 1,66.35648645
Alternative 1,71.10439794
Alternative 1,70.14725988
Alternative 1,65.92007465
Alternative 1,61.94225064
Alternative 1,64.46624971
Alternative 1,65.6267184
Alternative 1,67.31091401
Alternative 1,65.01217817
Alternative 1,73.02004207
Alternative 1,66.1831974
Alternative 1,63.35816659
Alternative 1,66.57621473
Alternative 1,63.98386726
Alternative 1,67.46846712
Alternative 1,67.70090084
Alternative 1,68.06676283
Alternative 1,62.13442522
Alternative 1,67.66213387
Alternative 1,67.93135024
Alternative 1,62.73667466
Alternative 1,69.86609692
Alternative 1,69.35251264
Alternative 1,73.89885808
Alternative 1,67.47010896
Alternative 1,67.14020058
Alternative 1,67.2897575
Alternative 1,67.20929869
Alternative 1,61.45458167
Alternative 1,61.98661882
Alternative 1,66.7673831
Alternative 1,65.25679786
Alternative 1,67.16420958
Alternative 1,60.66637488
Alternative 1,62.50390524
Alternative 1,63.69554968
Alternative 1,69.95817466
Alternative 1,63.70452998
Alternative 1,64.60145814
Alternative 1,67.23962146
Alternative 1,66.03176091
Alternative 1,67.43925154
Alternative 1,73.91518595
Alternative 1,63.62618899
Alternative 1,66.08359108
Alternative 1,65.44972165
Alternative 1,71.53718628
Alternative 1,64.69154523
Alternative 1,66.75373929
Alternative 1,69.36140084
Alternative 1,63.82422839
Alternative 1,71.96552745
Alternative 1,69.02728725
Alternative 1,63.77738017
Alternative 1,68.36373343
Alternative 1,66.36007857
Alternative 1,67.93968632
Alternative 1,66.73007441
Alternative 1,70.21154811
Alternative 1,62.94669884
Alternative 1,65.43214991
Alternative 1,66.25242797
Alternative 3,73.46518883
Alternative 3,75.71081364
Alternative 3,73.37523249
Alternative 3,78.65768294
Alternative 3,75.52240763
Alternative 3,73.15419505
Alternative 3,69.57932111
Alternative 3,73.06895668
Alternative 3,81.13805656
Alternative 3,73.31771274
Alternative 3,72.49200208
Alternative 3,76.95884251
Alternative 3,76.32387937
Alternative 3,77.25488717
Alternative 3,74.16607474
Alternative 3,78.36796265
Alternative 3,71.48217342
Alternative 3,74.8533697
Alternative 3,72.88757899
Alternative 3,77.04227591
Alternative 3,75.39002028
Alternative 3,78.32912425
Alternative 3,81.17550261
Alternative 3,75.4219666
Alternative 3,73.39615004
Alternative 3,72.52944982
Alternative 3,74.21089805
Alternative 3,74.79119449
Alternative 3,80.97540574
Alternative 3,71.61267137
Alternative 3,71.72034769
Alternative 3,73.77609993
Alternative 3,76.76267839
Alternative 3,77.46333558
Alternative 3,72.2761959
Alternative 3,75.38111582
Alternative 3,74.87132107
Alternative 3,78.58561941
Alternative 3,78.26757671
Alternative 3,74.06315792
Alternative 3,75.1379813
Alternative 3,76.95816784
Alternative 3,70.03952209
Alternative 3,74.0691871
Alternative 3,76.72461865
Alternative 3,73.43030354
Alternative 3,74.8202454
Alternative 3,74.93697739
Alternative 3,72.82904036
Alternative 3,72.01656049
Alternative 3,74.4003983
Alternative 3,73.95891653
Alternative 3,77.5022852
Alternative 3,79.58964664
Alternative 3,74.96423286
Alternative 3,76.19601598
Alternative 3,74.78875406
Alternative 3,76.80407953
Alternative 3,75.65548639
Alternative 3,75.70978651
Alternative 3,78.33874538
Alternative 3,72.03773655
Alternative 3,79.34359204
Alternative 3,76.04733724
Alternative 3,75.54246603
Alternative 3,73.31927445
Alternative 3,74.50836723
Alternative 3,76.12105441
Alternative 3,68.80885723
Alternative 3,73.19543415
Alternative 3,76.75797484
Alternative 3,74.11655464
Alternative 3,72.59841736
Alternative 3,73.09291641
Alternative 3,75.7072471
Alternative 3,70.09550285
