Alternative,Value
orange,69.22270003
orange,72.17278672
orange,67.1954618
orange,70.37500824
orange,72.92625716
orange,66.15555365
orange,63.03114666
orange,66.2819453
orange,66.35787628
orange,67.45504151
orange,72.13691493
orange,66.02156832
orange,68.11901397
orange,66.31694781
orange,67.06135213
orange,67.94217299
orange,70.98464409
orange,67.36395513
orange,69.13852696
orange,69.33658009
orange,69.74431981
orange,65.27681634
orange,71.88064364
orange,65.85712978
orange,66.6826475
orange,71.2121508
orange,70.88225172
orange,63.73002438
orange,64.380787
orange,62.92576282
orange,67.54554158
orange,67.4945226
orange,68.09234406
orange,68.65647314
orange,65.19432146
orange,64.01890423
orange,70.08035517
orange,69.25318391
orange,62.47250039
orange,66.71455765
orange,64.31215653
orange,60.78774679
orange,67.45036039
orange,66.76236487
orange,66.7078922
orange,67.64845763
orange,69.64739549
orange,67.61679251
orange,65.15069247
orange,64.79560224
orange,66.60459162
orange,67.93005096
orange,63.88095894
orange,66.44707339
orange,69.90180178
orange,66.67515973
orange,64.904738
orange,66.17216449
orange,70.34394564
orange,68.65013188
orange,70.7100274
orange,67.41729357
orange,68.23082529
orange,65.32462926
orange,68.81611201
orange,65.48099937
orange,62.73830349
orange,67.3839789
orange,72.83755365
orange,69.40274302
orange,70.49576017
orange,68.07656717
orange,65.17432847
orange,66.39327743
orange,66.18025568
orange,65.59390066
orange,69.11250185
orange,63.40790949
orange,69.5990984
orange,69.59245746
orange,63.40413292
orange,68.91847599
orange,74.29067996
orange,65.32835355
orange,69.53471272
orange,64.65339446
orange,70.33213425
orange,67.74947416
orange,71.95574617
orange,62.62308781
orange,66.84610634
orange,65.41922447
orange,66.40820539
orange,65.11126377
orange,64.49846926
orange,68.73616712
orange,63.73725786
orange,71.45209279
orange,63.44138024
orange,67.30323745
orange,68.59896786
orange,68.76020602
orange,66.09476001
orange,67.23850599
orange,69.88379246
orange,62.63060225
orange,64.65478087
orange,67.96120694
orange,65.66565406
orange,71.11001198
orange,69.01976159
orange,67.21650026
orange,62.47672805
orange,67.07830068
orange,66.0507524
orange,66.69296046
orange,63.45532232
orange,68.49597413
orange,63.88313068
orange,66.32133406
orange,68.14427749
orange,64.64945263
orange,68.74897422
orange,63.0504688
orange,58.57067596
orange,68.39490397
orange,69.52161948
orange,66.14246373
orange,68.51237876
orange,63.53225042
orange,66.61855418
orange,61.17544487
orange,70.54354267
orange,72.57973258
orange,70.22203678
orange,66.9179591
orange,66.90000897
orange,62.45179713
orange,69.37115603
orange,66.36779746
orange,65.02977122
orange,62.76392262
orange,66.10071251
orange,64.45281659
orange,65.80890844
orange,63.34720004
orange,72.06276845
orange,66.95199242
orange,70.22483523
orange,59.19490099
orange,65.64040651
orange,64.97355313
orange,63.33122146
orange,71.63982746
orange,62.75415424
orange,67.95517078
orange,69.53930886
orange,67.53457057
orange,64.37423357
orange,69.82349742
orange,67.51176425
orange,63.80950628
orange,62.83585286
orange,73.2601523
orange,64.96449056
orange,61.43328504
orange,68.59977809
orange,67.93069077
orange,62.93849699
orange,61.17113076
orange,66.65109245
orange,70.41818888
orange,68.90837211
orange,65.52118773
orange,64.49743531
orange,67.81320027
orange,67.47206004
orange,68.88913524
orange,65.81260615
orange,69.69806216
orange,64.50756542
orange,66.0083659
orange,69.22244357
orange,69.96991483
orange,61.1844859
orange,67.32157122
orange,68.82633704
orange,62.64752706
orange,68.4418768
orange,64.51547719
orange,70.06075904
orange,68.6154461
orange,69.30715688
orange,67.36215799
orange,69.5909453
orange,71.14154358
orange,72.89874405
orange,66.91481484
orange,60.25284673
orange,67.09457801
orange,67.61668363
orange,66.53396396
orange,68.70486586
orange,70.03203389
orange,65.44605271
orange,66.11771402
orange,68.19352663
orange,65.34932878
orange,67.27380215
orange,61.1148772
orange,63.64030084
orange,63.01673357
orange,64.43912891
orange,64.92008642
orange,68.14691543
orange,69.94633901
orange,64.81784941
orange,64.00948305
orange,63.87493342
orange,65.75623382
orange,66.2829128
orange,68.4508526
orange,66.03602547
orange,60.76453219
orange,66.72569717
orange,70.56156043
orange,70.57480381
orange,64.63311035
orange,62.35667037
orange,74.37418148
orange,66.51273417
orange,66.70764625
orange,68.26172257
orange,62.15788163
orange,64.81534267
orange,62.37867278
orange,64.92071616
orange,67.3565483
orange,62.90587163
orange,68.76994804
orange,67.86803209
orange,64.28735492
orange,67.67897483
orange,69.24424349
orange,70.18328576
orange,66.36145516
orange,66.71908962
orange,66.7398576
orange,71.32438527
orange,70.37521568
orange,69.5032047
orange,66.1379776
orange,68.1197243
orange,68.20987099
orange,63.87498012
orange,61.81508645
orange,68.92549008
orange,62.41206841
orange,67.00505107
orange,67.75074346
orange,68.69160217
orange,67.56827871
orange,64.80143858
orange,69.95909758
orange,72.2159013
orange,69.64353643
orange,61.1690473
orange,71.19872856
orange,66.83183216
orange,68.57474284
orange,68.86609971
orange,66.70994178
orange,66.77421041
orange,70.05747121
orange,69.13480577
orange,69.97078674
orange,74.14878009
orange,68.99324759
orange,67.62214347
orange,60.36810067
orange,75.07514201
orange,65.55196953
orange,74.12420415
orange,68.1239307
orange,71.6152906
orange,66.67086904
orange,68.53441226
orange,67.64187394
orange,66.4416379
orange,66.63881853
orange,70.03850301
orange,66.39562556
orange,60.88695252
orange,66.41233225
orange,68.61937182
orange,68.84936715
orange,68.84970345
orange,61.92369544
orange,68.10622617
orange,69.90357763
orange,70.82973604
orange,66.32511619
orange,66.03432224
orange,71.4635135
orange,61.99621586
orange,65.68951007
orange,68.37238624
orange,62.1466787
orange,67.83888359
orange,72.63359206
orange,66.98781804
orange,66.16463793
orange,68.42473514
orange,66.16278349
orange,69.44020112
orange,69.71330639
orange,67.00807498
orange,63.46992353
orange,63.04533782
orange,65.2210079
orange,69.3921415
orange,61.12538448
orange,61.34102452
orange,65.03866053
orange,68.18318454
orange,64.25930186
orange,69.66024711
orange,68.00010991
orange,66.48808115
orange,69.45648441
orange,68.16509549
orange,65.66219492
orange,67.6933448
orange,68.94254007
orange,68.06885003
orange,65.02596938
orange,69.56560662
orange,70.45880868
orange,67.82882367
orange,67.43231399
orange,66.77312476
orange,73.48424754
orange,67.8289466
orange,66.52511791
orange,59.47624659
orange,62.3041547
orange,66.7669804
orange,67.61888213
orange,67.83061738
orange,69.46452034
orange,66.41754277
orange,70.64376638
orange,64.23545187
orange,63.37467184
orange,63.31304147
orange,69.22689107
orange,66.75124017
orange,69.36945377
orange,66.19688074
orange,65.22432369
orange,65.89494227
orange,61.44214953
orange,63.49115422
orange,62.67389606
orange,70.16296682
orange,65.20800973
orange,69.36837956
orange,71.54947181
orange,66.42467557
orange,67.85163672
orange,61.74679744
orange,64.54399067
orange,67.16864455
orange,67.89726071
orange,64.72180565
orange,75.054577
orange,65.62482958
orange,67.19273067
orange,68.9493756
orange,66.9219441
orange,65.06929784
orange,70.13591699
orange,71.84663597
orange,66.91091809
orange,68.68680204
orange,66.7077625
orange,70.04936565
orange,63.53149782
orange,73.96258067
orange,65.18940626
orange,62.62345176
orange,65.94724652
orange,67.44012545
orange,71.87086362
orange,69.73362903
orange,67.4273753
orange,62.83154943
orange,64.40188677
orange,66.5101452
orange,74.65907834
orange,61.41931728
orange,70.39316396
orange,65.41829723
orange,71.9979727
orange,63.58239808
orange,67.4308697
orange,63.70134717
orange,69.71054928
orange,71.45133847
orange,72.85216302
orange,69.39280197
orange,72.52979876
orange,70.73927173
orange,66.60437526
orange,68.43111171
orange,64.08401737
orange,66.44439349
orange,70.66289113
orange,68.62385243
orange,68.37207199
orange,63.88560688
orange,65.18646031
orange,64.70618196
orange,68.18588761
orange,64.02847711
orange,68.68612417
orange,63.65075076
orange,72.48559137
orange,68.38177405
orange,64.89698916
orange,67.7231378
orange,65.9426404
orange,68.11344388
orange,67.73059816
orange,63.95765748
orange,64.62605836
orange,67.89878105
orange,71.91715573
orange,70.25385103
orange,65.12629758
orange,69.4777687
orange,66.85429494
orange,67.90394096
orange,67.78108447
orange,74.72634929
orange,63.44413357
orange,67.30275958
orange,61.66006814
orange,68.76950777
orange,70.28982542
orange,71.33698672
orange,61.22456424
orange,68.23830849
orange,71.78010985
orange,65.75795241
orange,66.3635484
orange,66.89038833
orange,68.09505625
orange,68.99547963
orange,70.95346265
orange,66.71353723
orange,67.58883414
orange,74.46399363
orange,68.29329678
orange,67.56625933
orange,62.97327062
orange,67.00856814
orange,66.33602154
orange,66.96686251
orange,65.27374708
orange,64.93955304
orange,64.8376791
orange,66.35648645
orange,71.10439794
orange,70.14725988
orange,65.92007465
orange,61.94225064
orange,64.46624971
orange,65.6267184
orange,67.31091401
orange,65.01217817
orange,73.02004207
orange,66.1831974
orange,63.35816659
orange,66.57621473
orange,63.98386726
orange,67.46846712
orange,67.70090084
orange,68.06676283
orange,62.13442522
orange,67.66213387
orange,67.93135024
orange,62.73667466
orange,69.86609692
orange,69.35251264
orange,73.89885808
orange,67.47010896
orange,67.14020058
orange,67.2897575
orange,67.20929869
orange,61.45458167
orange,61.98661882
orange,66.7673831
orange,65.25679786
orange,67.16420958
orange,60.66637488
orange,62.50390524
orange,63.69554968
orange,69.95817466
orange,63.70452998
orange,64.60145814
orange,67.23962146
orange,66.03176091
orange,67.43925154
orange,73.91518595
orange,63.62618899
orange,66.08359108
orange,65.44972165
orange,71.53718628
orange,64.69154523
orange,66.75373929
orange,69.36140084
orange,63.82422839
orange,71.96552745
orange,69.02728725
orange,63.77738017
orange,68.36373343
orange,66.36007857
orange,67.93968632
orange,66.73007441
orange,70.21154811
orange,62.94669884
orange,65.43214991
orange,66.25242797
green,73.46518883
green,75.71081364
green,73.37523249
green,78.65768294
green,75.52240763
green,73.15419505
green,69.57932111
green,73.06895668
green,81.13805656
green,73.31771274
green,72.49200208
green,76.95884251
green,76.32387937
green,77.25488717
green,74.16607474
green,78.36796265
green,71.48217342
green,74.8533697
green,72.88757899
green,77.04227591
green,75.39002028
green,78.32912425
green,81.17550261
green,75.4219666
green,73.39615004
green,72.52944982
green,74.21089805
green,74.79119449
green,80.97540574
green,71.61267137
green,71.72034769
green,73.77609993
green,76.76267839
green,77.46333558
green,72.2761959
green,75.38111582
green,74.87132107
green,78.58561941
green,78.26757671
green,74.06315792
green,75.1379813
green,76.95816784
green,70.03952209
green,74.0691871
green,76.72461865
green,73.43030354
green,74.8202454
green,74.93697739
green,72.82904036
green,72.01656049
green,74.4003983
green,73.95891653
green,77.5022852
green,79.58964664
green,74.96423286
green,76.19601598
green,74.78875406
green,76.80407953
green,75.65548639
green,75.70978651
green,78.33874538
green,72.03773655
green,79.34359204
green,76.04733724
green,75.54246603
green,73.31927445
green,74.50836723
green,76.12105441
green,68.80885723
green,73.19543415
green,76.75797484
green,74.11655464
green,72.59841736
green,73.09291641
green,75.7072471
green,70.09550285
green,77.61368772
green,68.49319598
green,73.48998143
green,72.63845256
green,71.25419937
green,71.76627798
green,75.75023206
green,74.64067791
green,74.0974421
green,68.03770867
green,71.02703787
green,74.60607866
green,72.36589454
green,72.60969321
green,78.14862214
green,75.52676505
green,71.86846614
green,73.59391195
green,74.14528956
green,72.95911446
green,72.10783917
green,74.84458775
green,77.22358416
green,75.68055601
green,74.39955896
green,76.16346073
green,77.3817551
green,74.57845813
green,76.3674156
green,71.56328128
green,74.25104794
green,73.73910517
green,75.58699351
green,76.07195854
green,74.62914606
green,72.70135733
green,72.21085735
green,75.83556183
green,79.07051056
green,72.63859322
green,73.84560398
green,75.99204168
green,73.33613865
green,75.36471694
green,74.85721165
green,72.67124523
green,77.49432375
green,77.53892351
green,78.07241852
green,78.80398976
green,73.48091464
green,73.60655431
green,75.783654
green,76.89024293
green,73.98112153
green,73.72996557
green,73.14518542
green,79.44660567
green,67.47550094
green,74.4972659
green,75.11463863
green,71.82117119
green,76.15627768
green,69.09873695
green,77.86490658
green,70.00991825
green,68.39179536
green,72.70930852
green,75.48624118
green,73.04529851
green,73.32213901
green,75.99961493
green,71.82329724
green,74.74245136
green,76.49379898
green,79.90196897
green,76.43835564
green,80.14428898
green,76.3594801
green,74.99027662
green,68.23039543
green,71.32602434
green,74.04311213
green,77.13681137
green,74.03245928
green,76.63094586
green,71.80856594
green,74.17761085
green,75.6510181
green,73.92184285
green,75.33849508
green,72.98775592
green,76.12303567
green,74.75683532
green,74.85885196
green,69.15363874
green,72.97899426
green,70.53106775
green,70.18284583
green,73.5183507
green,74.5176049
green,75.85080068
green,78.27378795
green,76.33320089
green,78.03621102
green,73.42106914
green,74.07647948
green,78.25550665
green,75.00362155
green,69.95926585
green,72.46033344
green,78.02277618
green,73.16778823
green,76.0003324
green,75.04266809
green,73.51092718
green,73.94764082
green,76.17516164
green,75.62873649
green,78.70401042
green,74.40054065
green,72.23037587
green,75.4977093
green,77.11600366
green,81.84590087
green,73.60895096
green,74.02093928
green,77.64747963
green,78.84385838
green,73.02395443
green,76.99371136
green,73.30452746
green,72.11346519
green,76.87008271
green,75.31949332
green,76.16799263
green,73.25848951
green,80.38493387
green,76.99586403
green,73.87679272
green,77.10824679
green,71.35645685
green,74.58674962
green,79.2100737
green,74.43348207
green,77.73147112
green,74.334234
green,68.1059208
green,72.35936236
green,75.66820707
green,79.33965813
green,73.21979362
green,75.82793703
green,72.10554213
green,71.95063128
green,72.66805007
green,79.1071862
green,77.82093027
green,76.78099547
green,78.34638766
green,73.72672501
green,77.27873081
green,75.62888783
green,71.85269723
green,72.50681333
green,75.1501588
green,75.61689018
green,74.03592474
green,72.01052627
green,68.72732418
green,76.27570644
green,74.11418487
green,76.64748265
green,70.36232456
green,71.23999219
green,74.66600438
green,70.76155939
green,69.05113845
green,77.35078622
green,77.70260802
green,71.91010907
green,74.18382819
green,71.59808128
green,75.94928075
green,74.9109651
green,72.39161865
green,72.67734737
green,71.81375642
green,76.30912279
green,76.71302654
green,76.12942468
green,72.47133091
green,69.64149112
green,76.59262699
green,74.46882316
green,74.88182295
green,78.09638395
green,72.3194525
green,78.43204598
green,73.76042551
green,72.86043653
green,74.38276157
green,76.17005919
green,74.37835306
green,72.29847834
green,74.15512716
green,67.3742067
green,73.47446495
green,76.36789865
green,74.49222068
green,77.06498317
green,76.4579473
green,76.93694024
green,76.96813484
green,69.78425772
green,75.01247904
green,79.890202
green,73.55854432
green,76.35840733
green,75.43018119
green,76.67103668
green,74.18390965
green,73.05510211
green,75.21588253
green,75.62344449
green,74.44400313
green,75.094322
green,76.2340558
green,72.67144833
green,78.41903297
green,81.60228081
green,79.43161599
green,73.63674645
green,69.53133819
green,75.16259387
green,77.64081966
green,77.33432009
green,71.31075968
green,71.66055447
green,75.4012339
green,76.87824404
green,77.61879499
green,77.44917594
green,72.09607352
green,71.06218483
green,68.96244067
green,76.51479809
green,77.4843347
green,76.00755207
green,71.82262666
green,79.70315025
green,73.88956013
green,80.33711508
green,76.65420602
green,78.57093194
green,75.99180668
green,74.80604332
green,71.96235579
green,73.32445743
green,74.85867649
green,75.8462222
green,74.90034236
green,74.46608403
green,75.55045655
green,73.42688387
green,73.39218763
green,70.6328859
green,77.53881441
green,75.1407971
green,74.7491273
green,72.77724416
green,74.25667841
green,71.73965143
green,71.85210794
green,69.24314468
green,77.94509632
green,75.37789225
green,71.64967087
green,78.49135981
green,76.87377505
green,77.22714682
green,74.3226883
green,73.73138398
green,74.70584129
green,76.21407197
green,77.39974382
green,79.76840745
green,73.47278879
green,71.95330576
green,75.302576
green,84.06631256
green,73.71415246
green,78.43704365
green,74.27070537
green,73.56437029
green,72.86874863
green,74.36626612
green,79.92535341
green,75.90554016
green,76.46198737
green,77.51620738
green,81.21522454
green,77.32685653
green,70.71866594
green,71.89946599
green,70.23163466
green,66.45435969
green,78.87220178
green,73.51882838
green,76.18491203
green,78.54485356
green,73.46450192
green,74.59509705
green,76.05076854
green,75.67763767
green,72.67705425
green,77.19244683
green,76.63690658
green,74.13465211
green,71.33285727
green,76.90000079
green,79.28255897
green,79.14155248
green,77.6179037
green,73.55059479
green,73.40595924
green,73.23694573
green,73.76490639
green,77.12755686
green,75.76919026
green,69.43091824
green,69.41823711
green,74.93149772
green,75.44981624
green,68.07757697
green,72.55065832
green,75.08268346
green,79.38535775
green,68.96139382
green,71.23366717
green,71.75907946
green,75.52618824
green,75.99251766
green,74.03793231
green,70.16301394
green,73.10834275
green,73.31854204
green,74.39225615
green,79.86865554
green,72.96968841
green,75.22879322
green,72.88380498
green,71.27931645
green,76.90784369
green,71.84811396
green,83.20562757
green,75.27768881
green,75.18076073
green,74.80036437
green,80.53093662
green,76.99178133
green,74.24702807
green,71.50143058
green,71.88381672
green,72.64503208
green,78.64484529
green,74.43305527
green,72.72840413
green,77.37617843
green,79.03554006
green,72.91640555
green,73.66520237
green,76.03585256
green,74.98546669
green,76.21909941
green,80.14259558
green,74.81884034
green,74.1578932
green,76.45624338
green,74.85196641
green,76.88329518
green,74.32808655
green,76.33056814
green,70.30877788
green,75.04171097
green,73.45135204
green,71.42837227
green,73.76079238
green,76.11598484
green,75.27702889
green,77.08045129
green,77.82269773
green,77.48539209
green,74.02653247
green,71.01553141
green,74.15899509
green,78.50896631
green,74.63557091
green,70.08812505
green,76.47414967
green,75.84545793
green,73.79818993
green,75.52008451
green,79.10816301
green,78.89758828
green,73.63110932
green,75.03199459
green,70.63773257
green,72.81674002
green,81.02472119
green,79.49402906
green,74.31223582
green,72.92260456
green,70.90013011
green,81.37815556
green,75.34388917
green,73.21815327
green,78.23420201
green,71.7012425
green,77.17969259
green,79.32261091
green,74.36948952
green,79.35384283
green,76.92465429
green,72.96357714
green,76.72293821
green,72.88645642
green,73.39804783
green,77.32315382
green,73.57313581
green,74.92671786
green,78.05702429
green,71.38325881
green,79.7858816
green,81.12586638
green,76.84344375
green,76.26579352
green,73.510735
green,76.47288424
green,73.49405349
green,75.86450945
green,72.94012198
green,77.36521136
green,77.07410652
green,78.72899702
green,80.94662914
green,73.0606745
green,77.89856788
green,70.71819766
green,73.62754872
green,77.83640005
green,72.78483255
green,76.0369221
green,72.29866592
green,73.88894789
green,74.87760922
green,73.1630437
green,69.16244373
green,75.72928899
green,76.42470029
green,75.41014372
green,73.53375682
green,77.70061097
green,78.23260698
green,67.87898743
green,78.37372451
green,69.66135676
green,73.96634891
green,71.67248066
green,73.10968265
green,78.95065131
green,76.60354016
green,76.48169426
green,68.76602271
green,75.58897603
green,76.88640946
green,77.58284143
green,72.08025795
green,77.81262916
green,70.81438267
green,80.21622906
green,72.60409713
green,77.29507316
green,75.95373404
green,71.80919845
green,78.43277597
green,75.10013053
green,77.45522332
green,75.65457626
green,77.60549176
green,75.06504156
green,78.34568595
green,73.94345741
green,76.58186495
green,76.13571457
green,77.53157933
green,73.13687252
green,75.53307449
green,73.25950476
green,77.72591348
green,73.08994086
green,80.19671609
green,77.37111481
green,74.95887606
green,78.61858943
green,74.74622718
green,76.68978684
green,76.5845832
green,76.2691153
green,73.20970731
green,71.24746717
green,69.95519787
green,73.63111092
green,77.04837958
green,74.28288755
green,71.3899472
green,81.46943281
green,77.10602827
green,80.8398543
green,78.63910906
green,73.16586264
green,73.76423639
green,70.67795707
green,77.22142036
green,79.87097776
green,72.23854537
green,71.39340706
green,77.64803421
green,70.45056289
green,80.76483467
green,76.71640733
green,69.85531484
green,76.06475669
green,75.3155456
green,67.5947594
green,74.87442591
green,73.2382177
green,72.33810902
green,75.71615046
green,77.55267091
green,80.1810265
green,67.10247706
green,77.23083398
green,72.14294667
green,78.4689905
green,76.03758502
green,79.33487152
green,70.55171608
